	[psi_1, psi2]	prefrence distribution	sampled prefrence
9057	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9058	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9059	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9060	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9061	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9062	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9063	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9064	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9065	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9066	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9067	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9068	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9069	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9070	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9071	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9072	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9073	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9074	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9075	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9076	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9077	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9078	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9079	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9080	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9081	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9082	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9083	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9084	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9085	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9086	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9087	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9088	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9089	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9090	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9091	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9092	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9093	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9094	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9095	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9096	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9097	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9098	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9099	[[0.0, 0.0, 1.0, 0.0, 0.0, 2.0], [0.0, 0.0, 0.0, 1.0, 0.0, 3.0]]	[5.242885663363464e-22, 1.0]	[0 1]
9100	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9101	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9102	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9103	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9104	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9105	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9106	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9107	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9108	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9109	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9110	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9111	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9112	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9113	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9114	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9115	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9116	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9117	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9118	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9119	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9120	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9121	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9122	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9123	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9124	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9125	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9126	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9127	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9128	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9129	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9130	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9131	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9132	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9133	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9134	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9135	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9136	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9137	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9138	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9139	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9140	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9141	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9142	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9143	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9144	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9145	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9146	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9147	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9148	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9149	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9150	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9151	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9152	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9153	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9154	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9155	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9156	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9157	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9158	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9159	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9160	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9161	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9162	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9163	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9164	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9165	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9166	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9167	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9168	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9169	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9170	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9171	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9172	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9173	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9174	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9175	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9176	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9177	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9178	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9179	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9180	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9181	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9182	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9183	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9184	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9185	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9186	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9187	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9188	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9189	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9190	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9191	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9192	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9193	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9194	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9195	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9196	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9197	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9198	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9199	[[2.0, 1.0, 0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 1.0, 0.0, 2.0]]	[1.0, 9.602680054508676e-24]	[1 0]
9200	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [2.0, 0.0, 0.0, 0.0, 1.0, 1.0]]	[1.0, 7.095474162284704e-23]	[1 0]
9201	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [2.0, 0.0, 0.0, 0.0, 1.0, 1.0]]	[1.0, 7.095474162284704e-23]	[1 0]
9202	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [2.0, 0.0, 0.0, 0.0, 1.0, 1.0]]	[1.0, 7.095474162284704e-23]	[1 0]
9203	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [2.0, 0.0, 0.0, 0.0, 1.0, 1.0]]	[1.0, 7.095474162284704e-23]	[1 0]
9204	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [2.0, 0.0, 0.0, 0.0, 1.0, 1.0]]	[1.0, 7.095474162284704e-23]	[1 0]
9205	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [2.0, 0.0, 0.0, 0.0, 1.0, 1.0]]	[1.0, 7.095474162284704e-23]	[1 0]
9206	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [2.0, 0.0, 0.0, 0.0, 1.0, 1.0]]	[1.0, 7.095474162284704e-23]	[1 0]
9207	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [2.0, 0.0, 0.0, 0.0, 1.0, 1.0]]	[1.0, 7.095474162284704e-23]	[1 0]
9208	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [2.0, 0.0, 0.0, 0.0, 1.0, 1.0]]	[1.0, 7.095474162284704e-23]	[1 0]
9209	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [2.0, 0.0, 0.0, 0.0, 1.0, 1.0]]	[1.0, 7.095474162284704e-23]	[1 0]
9210	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [2.0, 0.0, 0.0, 0.0, 1.0, 1.0]]	[1.0, 7.095474162284704e-23]	[1 0]
9211	[[0.0, 1.0, 0.0, 0.0, 0.0, 2.0], [2.0, 0.0, 0.0, 0.0, 1.0, 1.0]]	[1.0, 7.095474162284704e-23]	[1 0]
